track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,userid,artist,playlist
Come Get My Lovin (feat. Marcella Woods) - Plastik Funk Remix,0.801,0.866,2,-5.037,1,0.0659,0.0024,0.737,0.0727,0.601,127.001,453538,4,1ed9910b0db7fcb779ec65b2ded4892f,Paul Gardner,Starred
Commander (feat. David Guetta) - Radio Edit,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,218107,4,1ed9910b0db7fcb779ec65b2ded4892f,Kelly Rowland,Starred
Compared to What,0.74,0.758,10,-5.63,0,0.0974,0.0129,0.0878,0.115,0.956,94.169,386867,4,1ed9910b0db7fcb779ec65b2ded4892f,John Legend,Starred
Countdown (Extended Version),0.755,0.524,1,-14.361,1,0.041,0.00243,0.0524,0.307,0.734,127.771,487105,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Cr2 Presents LIVE & DIRECT Space Ibiza (Mix 2 - La Discoteca),0.816,0.665,6,-8.812,0,0.0448,0.00212,0.889,0.177,0.306,124.005,170326,4,1ed9910b0db7fcb779ec65b2ded4892f,MYNC,Starred
Crack Music - Live - Abbey Road Studios,0.726,0.712,11,-6.288,0,0.209,0.00975,0.000477,0.345,0.554,168.121,270867,5,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Cutt Off,0.561,0.645,0,-7.953,0,0.0312,0.0586,0.0577,0.0551,0.283,90.182,278000,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
Cybertronic Purgatory,0.326,0.0879,6,-25.361,0,0.0417,0.938,0.572,0.0935,0.0467,120.554,95013,3,1ed9910b0db7fcb779ec65b2ded4892f,Janelle Monáe,Starred
Dance Hall Days,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,240800,4,1ed9910b0db7fcb779ec65b2ded4892f,Wang Chung,Starred
Dance or Die - feat. Saul Williams,0.763,0.901,6,-8.328,1,0.165,0.0714,0.0109,0.251,0.762,119.968,192507,4,1ed9910b0db7fcb779ec65b2ded4892f,Janelle Monáe,Starred
David's Last Summer,0.468,0.706,9,-10.553,1,0.0354,0.0629,0.704,0.353,0.255,134.843,421000,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Days Are Forgotten,0.587,0.958,9,-5.525,1,0.0885,0.00127,0.000402,0.142,0.292,105.008,302613,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
Dead Ringer for Love,0.287,0.975,10,-8.732,1,0.0796,0.185,0.00924,0.46,0.441,169.424,260693,4,1ed9910b0db7fcb779ec65b2ded4892f,Meat Loaf,Starred
Dear Mama - Album Version (Edited),0.776,0.592,6,-5.601,1,0.072,0.372,0.0,0.118,0.342,84.121,278427,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
Death Goes To The Disco,0.813,0.609,0,-15.339,1,0.0484,0.00444,0.174,0.111,0.588,110.404,345533,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Deep Fried In Kelvin,0.555,0.678,4,-11.983,0,0.042,0.051,0.508,0.0606,0.528,136.607,588840,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Definition,0.65,0.9,1,-4.099,0,0.374,0.0252,0.0,0.176,0.659,89.788,206493,4,1ed9910b0db7fcb779ec65b2ded4892f,Black Star,Starred
Delta Bay,0.61,0.941,5,-3.598,1,0.052,0.0336,0.159,0.181,0.538,131.264,194307,4,1ed9910b0db7fcb779ec65b2ded4892f,Empire Of The Sun,Starred
Destroy & Rebuild,0.655,0.71,11,-4.595,0,0.392,0.0101,0.0,0.364,0.723,187.921,324267,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Diamonds From Sierra Leone - Live - Abbey Road Studios,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,233400,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Diary - Unplugged,0.45,0.472,8,-9.775,0,0.0493,0.287,2.54e-05,0.931,0.272,132.108,353933,4,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
Disco 2000,0.565,0.902,7,-7.579,0,0.0725,0.0132,0.0,0.0561,0.544,133.11,273573,4,650c4d63a819dbb77cc15a87f407039a,Pulp,Overboard
Dishes,0.468,0.287,0,-11.819,1,0.0269,0.438,0.00159,0.111,0.393,84.802,209960,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Do It For The People,0.839,0.828,7,-5.704,1,0.37,0.74,5.26e-05,0.699,0.688,87.055,152560,4,1ed9910b0db7fcb779ec65b2ded4892f,Lucy Pearl,Starred
Do You Know the Way to San Jose,0.658,0.657,0,-7.792,1,0.0482,0.592,9.5e-06,0.08,0.888,157.269,179440,4,1ed9910b0db7fcb779ec65b2ded4892f,Dionne Warwick,Starred
Do You Remember The First Time?,0.404,0.902,7,-5.685,0,0.0468,0.0431,0.0,0.119,0.231,131.894,262827,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Dogs Are Everywhere,0.418,0.341,4,-13.246,1,0.0282,0.443,0.0,0.0841,0.488,94.444,293933,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
"Don't Look Any Further - Original 12 Mix""",0.759,0.676,9,-7.953,0,0.0555,0.0627,0.124,0.0831,0.816,95.199,323787,4,1ed9910b0db7fcb779ec65b2ded4892f,Dennis Edwards,Starred
Don't Make Me Over,0.278,0.582,0,-7.613,1,0.0362,0.589,7.56e-06,0.691,0.503,172.549,200213,3,1ed9910b0db7fcb779ec65b2ded4892f,Dionne Warwick,Starred
Don't Marry Her,0.634,0.571,0,-8.259,1,0.0299,0.421,0.0,0.187,0.527,99.803,201293,4,1ed9910b0db7fcb779ec65b2ded4892f,The Beautiful South,Starred
Don't Mess With My Man,0.904,0.655,6,-5.102,0,0.087,0.111,0.000167,0.0779,0.83,106.005,217667,4,1ed9910b0db7fcb779ec65b2ded4892f,Lucy Pearl,Starred
Don't Mug Yourself,0.822,0.637,1,-4.827,1,0.251,0.308,0.0,0.622,0.968,89.966,157853,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Don't Stop - Remastered LP Version,0.437,0.842,9,-7.802,1,0.0732,0.157,0.0,0.933,0.658,125.065,231653,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Don't You (Forget About Me) - 2001 Remastered Version,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4,1ed9910b0db7fcb779ec65b2ded4892f,Simple Minds,Starred
Don't You Want Me - Hooj Mix,0.584,0.943,9,-6.147,0,0.0451,0.016,0.529,0.071,0.314,127.973,187053,4,1ed9910b0db7fcb779ec65b2ded4892f,Felix,Starred
Don't You Want Me Anymore,0.733,0.451,1,-14.686,1,0.039,0.0735,0.00155,0.188,0.728,121.053,232707,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Doo Rags,0.7,0.808,6,-5.846,1,0.322,0.675,0.0,0.116,0.607,93.636,243000,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Down To The Market,0.438,0.899,11,-4.611,0,0.0616,0.00252,1.13e-06,0.0262,0.858,152.122,146120,4,1ed9910b0db7fcb779ec65b2ded4892f,The Kooks,Starred
Downpipe - Original Club Mix,0.718,0.83,0,-8.213,1,0.0578,0.00573,0.274,0.0835,0.222,127.966,490113,4,1ed9910b0db7fcb779ec65b2ded4892f,Mark Knight,Starred
Dr. Beat,0.891,0.632,0,-12.245,1,0.0613,0.216,0.00711,0.135,0.913,116.625,262560,4,1ed9910b0db7fcb779ec65b2ded4892f,Miami Sound Machine,Starred
Dr. Knockboot,0.837,0.75,2,-4.44,1,0.362,0.041,0.0,0.0945,0.677,96.077,145133,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Dreams - Remastered LP Version,0.485,0.643,0,-8.956,1,0.0422,0.174,0.00294,0.966,0.343,127.759,247213,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Dressed For Success,0.744,0.67,5,-5.305,1,0.0298,0.0831,0.0,0.184,0.856,119.706,249840,4,1ed9910b0db7fcb779ec65b2ded4892f,Roxette,Starred
Drifted,0.725,0.49,11,-12.663,0,0.0613,0.00674,0.906,0.131,0.0492,118.005,294933,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Drive Slow - Live - Abbey Road Studios,0.593,0.593,11,-8.216,1,0.289,0.0306,9.94e-06,0.229,0.488,81.291,272227,1,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Drunk and Hot Girls,0.661,0.442,10,-7.297,0,0.0285,0.0697,1.15e-05,0.136,0.299,82.758,313227,3,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Drunk by Myself,0.677,0.676,7,-5.973,1,0.316,0.012,0.0,0.124,0.347,90.933,243640,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Dusk You & Me,0.657,0.385,1,-13.167,1,0.0354,0.558,0.876,0.123,0.378,141.968,338000,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Dy-Na-Mi-Tee,0.654,0.568,8,-8.587,0,0.0434,0.113,0.0,0.094,0.595,79.406,219280,4,1ed9910b0db7fcb779ec65b2ded4892f,Ms. Dynamite,Starred
Eddie's Gun,0.217,0.973,9,-4.106,1,0.157,0.00525,0.0,0.304,0.347,168.053,133120,4,650c4d63a819dbb77cc15a87f407039a,The Kooks,Hold Me Close
Edge Hill,0.651,0.363,2,-13.162,0,0.0471,0.0174,0.878,0.692,0.277,139.004,420573,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Eight Letters,0.606,0.626,1,-7.567,1,0.0268,0.375,0.0,0.279,0.158,97.011,280967,4,1ed9910b0db7fcb779ec65b2ded4892f,Take That,Starred
Empire - Live From XFM,0.209,0.872,9,-5.653,0,0.0564,6.4e-05,0.0798,0.401,0.388,131.502,321987,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
End Theme,0.717,0.349,7,-9.032,1,0.0614,0.697,0.179,0.0363,0.534,129.998,218733,4,1ed9910b0db7fcb779ec65b2ded4892f,Zero 7,Starred
Escape to Amsterdam (DJ Madskillz and 2000 And One Remix),0.809,0.726,1,-9.037,1,0.0637,7.04e-05,0.82,0.0633,0.287,127.994,521250,4,1ed9910b0db7fcb779ec65b2ded4892f,Gregor Tresher,Starred
Ether,0.573,0.831,7,-5.586,1,0.433,0.0401,0.0,0.0909,0.766,76.352,277707,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Every Ghetto,0.532,0.905,7,-5.748,1,0.395,0.0788,0.0,0.336,0.536,183.686,208867,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Every Little Bit Hurts - Unplugged,0.406,0.453,0,-9.216,1,0.056,0.165,7.26e-06,0.545,0.303,139.827,241440,3,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
Everybody's Crazy,0.814,0.853,11,-5.439,1,0.316,0.00791,0.0,0.109,0.677,95.647,215267,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Everything I Am,0.631,0.623,8,-6.969,1,0.265,0.463,1.7e-06,0.151,0.765,80.23,227893,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Everything Is Borrowed,0.377,0.782,6,-8.407,1,0.85,0.27,0.0002,0.0528,0.285,169.341,244187,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Everywhere - Remastered LP Version,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E.,0.398,0.532,9,-10.411,0,0.0437,0.0139,0.0101,0.088,0.442,136.25,361320,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Fade To Grey - Extended,0.67,0.675,9,-6.575,0,0.0319,0.000175,0.251,0.137,0.806,112.802,517276,4,1ed9910b0db7fcb779ec65b2ded4892f,Visage,Starred
Fake Streets Hats,0.481,0.813,9,-4.703,1,0.331,0.504,0.0,0.915,0.91,141.549,193600,5,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Fallin' - Unplugged,0.203,0.457,11,-8.845,0,0.0523,0.307,0.00221,0.214,0.187,184.24,310133,3,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
Family Man - Remastered LP Version,0.778,0.669,7,-9.735,1,0.0367,0.0354,0.0132,0.0973,0.834,123.543,247133,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Favor For A Favor (featuring Scarface),0.591,0.872,9,-5.283,1,0.316,0.0406,0.0,0.282,0.756,92.788,247000,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Fetus,0.658,0.691,11,-3.43,1,0.447,0.0181,1.19e-06,0.135,0.534,174.021,200067,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Final Shakedown,0.754,0.985,10,-5.929,0,0.082,0.0202,0.00115,0.27,0.538,124.003,370053,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Flamboyant,0.844,0.676,11,-9.791,1,0.233,0.276,0.0,0.113,0.9,93.927,187093,4,1ed9910b0db7fcb779ec65b2ded4892f,Big L,Starred
Flashdance - Club Mix,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,244707,4,1ed9910b0db7fcb779ec65b2ded4892f,Various Artists,Starred
Flashing Lights,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507,4,c50566d83fba17b20697039d5824db78,Chase & Status,Everything at once
Flowerbed,0.179,0.488,4,-8.123,1,0.0379,0.878,0.842,0.107,0.0436,207.872,225618,4,1ed9910b0db7fcb779ec65b2ded4892f,Take That,Starred
Fluble - Original Club Mix,0.869,0.676,7,-9.079,1,0.0699,0.00811,0.558,0.0801,0.545,126.02,407619,4,1ed9910b0db7fcb779ec65b2ded4892f,Filthy Rich,Starred
Fogma,0.781,0.667,1,-7.319,1,0.0513,2.65e-05,0.856,0.351,0.619,122.007,413467,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Footloose,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,4,1ed9910b0db7fcb779ec65b2ded4892f,Kenny Loggins,Starred
Freak - feat. Kardinal Offishall [Bonus Track],0.836,0.532,6,-8.886,1,0.15,0.00364,0.0,0.0666,0.576,128.045,225013,4,1ed9910b0db7fcb779ec65b2ded4892f,Estelle,Starred
Fresh - Mark Berry Remix '85,0.85,0.51,11,-10.43,0,0.0333,0.00744,0.151,0.0288,0.934,117.728,228973,4,1ed9910b0db7fcb779ec65b2ded4892f,Kool & The Gang,Starred
Fried Chicken,0.68,0.814,2,-4.634,1,0.241,0.116,0.0,0.0385,0.815,95.344,170120,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Frontin' - Live At The BBC / 2004,0.553,0.603,0,-8.486,1,0.0731,0.397,0.0,0.322,0.447,95.616,239453,4,1ed9910b0db7fcb779ec65b2ded4892f,Jamie Cullum,Starred
Funky Music Sho Nuff Turns Me On,0.512,0.808,6,-11.583,1,0.0849,0.631,0.00771,0.674,0.671,91.019,186707,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
GO!,0.838,0.763,10,-11.132,0,0.227,0.0915,1.37e-05,0.123,0.544,104.958,224160,4,1ed9910b0db7fcb779ec65b2ded4892f,Common,Starred
Gap,0.377,0.718,3,-6.166,1,0.0364,0.042,0.0,0.0855,0.716,148.158,239960,4,650c4d63a819dbb77cc15a87f407039a,The Kooks,Ribbon
Geezers Need Excitement,0.497,0.502,11,-11.024,1,0.213,0.00663,3.06e-05,0.449,0.51,123.908,224800,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Get Down,0.835,0.718,1,-6.405,1,0.232,0.0424,0.0,0.258,0.507,94.387,244253,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Get On The Move - Alex Kenji Remix,0.883,0.921,3,-3.951,0,0.15,0.000411,0.746,0.12,0.79,127.002,366689,4,1ed9910b0db7fcb779ec65b2ded4892f,Bingo Players,Starred
Get Ready,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,164160,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Get Up (Everybody) - Parade Mix,0.827,0.659,7,-9.453,1,0.291,0.0234,0.00399,0.0747,0.556,126.02,439467,4,1ed9910b0db7fcb779ec65b2ded4892f,Byron Stingily,Starred
Gettin' Over (feat. Chris Willis),0.714,0.816,10,-4.415,1,0.0796,0.21,0.0,0.196,0.624,129.822,182013,4,1ed9910b0db7fcb779ec65b2ded4892f,David Guetta,Starred
Gettin' Over - feat. Chris Willis,0.714,0.816,10,-4.415,1,0.0796,0.21,0.0,0.196,0.624,129.822,182013,4,1ed9910b0db7fcb779ec65b2ded4892f,David Guetta,Starred
Gettin' Over You (feat. Fergie & LMFAO),0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,188000,4,1ed9910b0db7fcb779ec65b2ded4892f,David Guetta,Starred
Getting Married - Explicit Album Version,0.626,0.729,10,-6.262,0,0.389,0.214,0.0,0.0829,0.724,83.555,226720,1,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Ghetto Prisoners,0.586,0.751,9,-7.87,0,0.357,0.00455,0.0,0.177,0.539,90.224,240600,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Girl (Why You Wanna Make Me Blue),0.489,0.754,0,-6.393,1,0.0327,0.709,0.0,0.104,0.693,68.11,142560,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Give It Away,0.552,0.554,6,-8.703,1,0.027,0.0338,0.594,0.127,0.451,101.319,317400,4,9fb60017f2d971b03885ba80748b19bd,James,PRIMERA
Give Me Everything,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4,1ed9910b0db7fcb779ec65b2ded4892f,Pitbull,Starred
Glad Chord (Psycatron Remix),0.762,0.768,3,-8.501,0,0.0609,0.000144,0.885,0.0933,0.5,128.006,500024,4,1ed9910b0db7fcb779ec65b2ded4892f,Secret Cinema,Starred
Go Ahead,0.461,0.779,3,-6.756,0,0.0834,0.0731,0.00115,0.109,0.763,162.031,275600,4,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
Go Insane - Remastered Live Version,0.398,0.306,1,-13.795,0,0.0301,0.671,0.00138,0.702,0.325,139.426,260667,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Go Your Own Way - Remastered Single/LP Version,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
God Bless The Dead - 1998 Greatest Hits (Edit),0.837,0.694,11,-6.173,0,0.246,0.193,1.67e-05,0.0911,0.587,95.977,264160,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
God Love Us,0.733,0.584,5,-10.908,1,0.349,0.306,0.0,0.0673,0.649,91.872,277027,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Goin' Down,0.752,0.823,4,-5.494,1,0.349,0.238,0.0,0.152,0.631,75.959,268800,4,1ed9910b0db7fcb779ec65b2ded4892f,Scarface,Starred
Going Through Changes,0.693,0.899,0,-4.084,1,0.259,0.0197,0.0,0.0594,0.319,86.048,298893,4,1ed9910b0db7fcb779ec65b2ded4892f,Eminem,Starred
Going Through Hell,0.519,0.891,9,-2.628,0,0.0957,0.416,0.0,0.379,0.45,84.934,188173,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Gold Digger - AOL Sessions,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Gold Dust Woman - Remastered LP Version,0.666,0.608,7,-9.335,1,0.0319,0.281,0.000804,0.466,0.674,123.18,295627,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Good Life,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,207000,4,944c80d26922ae634d6ce445b1fdff7f,OneRepublic,summer 2012
Good Love,0.748,0.557,10,-3.237,0,0.0613,0.0505,0.00078,0.108,0.755,77.921,250067,4,1ed9910b0db7fcb779ec65b2ded4892f,Lucy Pearl,Starred
Good Morning,0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164,195093,4,c50566d83fba17b20697039d5824db78,The Dandy Warhols,Everything at once
Good Morning Britain,0.589,0.864,11,-10.473,1,0.036,0.00494,2.35e-05,0.0794,0.551,120.088,242560,4,1ed9910b0db7fcb779ec65b2ded4892f,Aztec Camera,Starred
Good Night,0.696,0.526,11,-10.504,0,0.171,0.177,0.0,0.192,0.703,88.931,185973,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Goodnight Girl,0.271,0.191,9,-15.844,1,0.0313,0.728,0.0,0.336,0.435,179.526,221267,4,1ed9910b0db7fcb779ec65b2ded4892f,Wet Wet Wet,Starred
Got No Love,0.648,0.374,7,-10.543,1,0.0421,0.0377,0.436,0.0797,0.223,130.628,217867,4,650c4d63a819dbb77cc15a87f407039a,The Kooks,"Oh, Winter"
Got Ur Self A...,0.699,0.869,11,-4.263,0,0.238,0.0118,0.0,0.0982,0.616,93.612,228627,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Gotta New Life,0.587,0.472,8,-13.007,1,0.0507,0.0991,0.14,0.0715,0.649,96.944,266693,4,1ed9910b0db7fcb779ec65b2ded4892f,Nuyorican Soul,Starred
Greatest Day,0.458,0.703,1,-6.22,1,0.0362,0.0647,3.13e-06,0.102,0.17,110.017,239320,4,1ed9910b0db7fcb779ec65b2ded4892f,Take That,Starred
Groove Amigos - Original Club Mix,0.8,0.726,11,-8.48,0,0.0608,0.00169,0.73,0.0555,0.149,125.996,450014,4,1ed9910b0db7fcb779ec65b2ded4892f,123XYZ,Starred
Groove Is On,0.873,0.669,1,-6.273,1,0.109,0.00757,0.00514,0.224,0.933,109.11,257267,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Grrrr,0.58,0.779,7,-8.509,1,0.129,0.0251,0.807,0.0811,0.366,125.072,451280,4,1ed9910b0db7fcb779ec65b2ded4892f,David Guetta,Starred
Guess You Didn't Love Me,0.904,0.617,6,-6.825,1,0.238,0.145,6.97e-06,0.125,0.467,99.102,252213,4,1ed9910b0db7fcb779ec65b2ded4892f,Terri Walker,Starred
Gypsy - Remastered LP Version,0.546,0.67,5,-8.037,1,0.0263,0.04,0.229,0.738,0.85,127.903,256760,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Habriendo El Dominate,0.542,0.537,10,-12.916,0,0.0714,0.57,0.91,0.111,0.461,115.036,368800,4,1ed9910b0db7fcb779ec65b2ded4892f,Nuyorican Soul,Starred
Hail Mary - Album Version (Edited),0.803,0.636,10,-6.482,0,0.213,0.196,1.57e-05,0.339,0.386,82.058,313560,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
Half Mast,0.771,0.738,0,-4.88,1,0.0303,0.00423,0.00419,0.501,0.761,126.983,234360,4,1ed9910b0db7fcb779ec65b2ded4892f,Empire Of The Sun,Starred
Halftime,0.766,0.793,4,-6.638,0,0.166,0.0303,8.09e-06,0.173,0.652,91.925,260800,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Halftime - Explicit Album Version,0.766,0.793,4,-6.638,0,0.166,0.0303,8.09e-06,0.173,0.652,91.925,260800,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Hand Of The Dead Body,0.757,0.737,7,-5.414,1,0.244,0.29,0.0,0.106,0.838,83.226,279013,4,1ed9910b0db7fcb779ec65b2ded4892f,Scarface,Starred
Hands Of Time,0.752,0.466,10,-7.818,1,0.0328,0.45,0.725,0.105,0.399,91.193,262267,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Hang on in There,0.366,0.686,9,-7.004,1,0.048,0.318,8.79e-06,0.239,0.611,84.01,435373,4,1ed9910b0db7fcb779ec65b2ded4892f,John Legend,Starred
Happy Endings,0.3,0.637,2,-7.641,1,0.031,0.0723,0.0,0.0885,0.231,90.486,297707,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Happy People,0.83,0.718,6,-13.262,1,0.0432,0.0708,0.00621,0.0653,0.949,119.59,216467,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Hate Me Now,0.678,0.77,9,-4.399,0,0.222,0.00583,0.0,0.109,0.412,90.0,284000,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Hate Me Now (feat.- Puff Daddy),0.618,0.773,9,-4.358,0,0.236,0.00566,0.0,0.391,0.444,89.671,283933,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Have You Seen Her Lately?,0.285,0.697,5,-7.626,1,0.0384,0.0327,0.00016,0.15,0.216,121.963,251307,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Heard 'Em Say - Live - Abbey Road Studios,0.744,0.696,7,-8.313,0,0.162,0.0535,0.0454,0.128,0.563,95.07,203733,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Heartburn - Unplugged,0.505,0.673,0,-10.047,1,0.164,0.0396,4.35e-05,0.257,0.344,107.507,183440,4,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
Heartless,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4,7511e45f2cc6f6e609ae46c15506538c,William Fitzsimmons,Liked from Radio
Heartz Of Men - Album Version (Edited),0.818,0.762,6,-5.239,1,0.122,0.0113,0.000439,0.328,0.547,92.467,281160,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
Heaven - Heavy Club Mix,0.739,0.901,10,-8.221,0,0.0485,0.00233,0.0172,0.133,0.85,112.633,346507,4,1ed9910b0db7fcb779ec65b2ded4892f,The Chimes,Starred
Heaven For The Weather,0.626,0.827,9,-5.467,1,0.325,0.368,7.04e-06,0.287,0.718,149.792,207133,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Help The Aged,0.243,0.679,7,-7.134,1,0.0504,0.137,2.46e-06,0.0996,0.33,171.52,268840,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Hey Girl (I Like Your Style),0.474,0.167,7,-16.528,1,0.0296,0.795,0.0068,0.093,0.362,79.077,280040,3,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Hey Hey - DF's Attention Vocal Mix,0.794,0.9,11,-7.997,1,0.0761,0.0124,0.0518,0.0658,0.852,126.006,435133,4,1ed9910b0db7fcb779ec65b2ded4892f,Dennis Ferrer,Starred
Hideaway - Deep Dish Remix,0.838,0.846,11,-9.119,1,0.082,0.00224,0.806,0.171,0.506,121.989,715533,4,1ed9910b0db7fcb779ec65b2ded4892f,De'Lacy,Starred
Higher Love - Remix,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,351507,4,1ed9910b0db7fcb779ec65b2ded4892f,Steve Winwood,Starred
